BANK_EN,SAVINGSPLAN_EN,SAVINGSPROGRAMBYAGE_EN,SAVINGSPERIOD,INTERESTSDATE,YEAR,MONTH,YEAR_MONTH,RateType,RateValue,IsNegative,AvgRate_ByGroup,Delta_ByGroup
Mizrahi-Tefahot,Fixed Deposit (No Early Withdrawal),Under 18,9 Y -10 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),2.8500,0,2.7320,3.4500
Massad,Fixed Deposit (No Early Withdrawal),Under 18,9 Y -10 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),1.4000,0,1.5083,3.3000
Mercantile Discount,Fixed Deposit (No Early Withdrawal),Under 18,9 Y -10 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),3.0000,0,3.0850,0.9000
Otsar Ha-Hayal,Deposit with 5-Year Exit Option,Under 18,9 Y -10 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),0.9000,0,1.2615,1.9000
Discount,Deposit with 5-Year Exit Option,Under 18,9 Y -10 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),3.3900,0,3.5377,0.8500
International Bank,Deposit with 5-Year Exit Option,Under 18,9 Y -10 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),0.9000,0,1.2615,1.9000
Hapoalim,Deposit with 5-Year Exit Option,Under 18,9 Y -10 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),2.8700,0,2.8508,0.1000
Yahav,Deposit with 5-Year Exit Option,Under 18,9 Y -10 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),1.9000,0,1.9000,0.0000
Leumi,Deposit with 5-Year Exit Option,Under 18,9 Y -10 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),3.9500,0,3.9462,0.1500
Mizrahi-Tefahot,Deposit with 5-Year Exit Option,Under 18,9 Y -10 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),2.7500,0,2.7420,0.9000
Massad,Deposit with 5-Year Exit Option,Under 18,9 Y -10 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),0.9000,0,1.2615,1.9000
Mercantile Discount,Deposit with 5-Year Exit Option,Under 18,9 Y -10 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),2.6500,0,2.6615,0.2000
Otsar Ha-Hayal,Fixed Deposit (No Early Withdrawal),Under 18,8 Y - 9 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),1.4000,0,1.5083,3.3000
Discount,Fixed Deposit (No Early Withdrawal),Under 18,8 Y - 9 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),3.7800,0,3.8803,1.5500
International Bank,Fixed Deposit (No Early Withdrawal),Under 18,8 Y - 9 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),1.4000,0,1.5083,3.3000
Hapoalim,Fixed Deposit (No Early Withdrawal),Under 18,8 Y - 9 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),3.3000,0,3.1891,1.9000
Yahav,Fixed Deposit (No Early Withdrawal),Under 18,8 Y - 9 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),2.4000,0,2.2583,2.1000
Leumi,Fixed Deposit (No Early Withdrawal),Under 18,8 Y - 9 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),4.2500,0,4.1250,0.7000
Mizrahi-Tefahot,Fixed Deposit (No Early Withdrawal),Under 18,8 Y - 9 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),2.8500,0,2.7320,3.4500
Massad,Fixed Deposit (No Early Withdrawal),Under 18,8 Y - 9 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),1.4000,0,1.5083,3.3000
Mercantile Discount,Fixed Deposit (No Early Withdrawal),Under 18,8 Y - 9 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),2.9000,0,3.0850,0.9000
Otsar Ha-Hayal,Deposit with 5-Year Exit Option,Under 18,8 Y - 9 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),0.9000,0,1.2615,1.9000
Discount,Deposit with 5-Year Exit Option,Under 18,8 Y - 9 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),3.3900,0,3.5377,0.8500
International Bank,Deposit with 5-Year Exit Option,Under 18,8 Y - 9 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),0.9000,0,1.2615,1.9000
Hapoalim,Deposit with 5-Year Exit Option,Under 18,8 Y - 9 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),2.8700,0,2.8508,0.1000
Yahav,Deposit with 5-Year Exit Option,Under 18,8 Y - 9 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),1.9000,0,1.9000,0.0000
Leumi,Deposit with 5-Year Exit Option,Under 18,8 Y - 9 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),3.9500,0,3.9462,0.1500
Mizrahi-Tefahot,Deposit with 5-Year Exit Option,Under 18,8 Y - 9 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),2.7000,0,2.7420,0.9000
Massad,Deposit with 5-Year Exit Option,Under 18,8 Y - 9 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),0.9000,0,1.2615,1.9000
Mercantile Discount,Deposit with 5-Year Exit Option,Under 18,8 Y - 9 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),2.6500,0,2.6615,0.2000
Otsar Ha-Hayal,Fixed Deposit (No Early Withdrawal),Under 18,7 Y - 8 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),1.2500,0,1.5083,3.3000
Discount,Fixed Deposit (No Early Withdrawal),Under 18,7 Y - 8 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),3.6800,0,3.8803,1.5500
International Bank,Fixed Deposit (No Early Withdrawal),Under 18,7 Y - 8 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),1.2500,0,1.5083,3.3000
Hapoalim,Fixed Deposit (No Early Withdrawal),Under 18,7 Y - 8 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),3.1500,0,3.1891,1.9000
Yahav,Fixed Deposit (No Early Withdrawal),Under 18,7 Y - 8 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),2.3000,0,2.2583,2.1000
Leumi,Fixed Deposit (No Early Withdrawal),Under 18,7 Y - 8 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),4.0000,0,4.1250,0.7000
Mizrahi-Tefahot,Fixed Deposit (No Early Withdrawal),Under 18,7 Y - 8 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),2.7500,0,2.7320,3.4500
Massad,Fixed Deposit (No Early Withdrawal),Under 18,7 Y - 8 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),1.2500,0,1.5083,3.3000
Mercantile Discount,Fixed Deposit (No Early Withdrawal),Under 18,7 Y - 8 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),2.8000,0,3.0850,0.9000
Otsar Ha-Hayal,Deposit with 5-Year Exit Option,Under 18,7 Y - 8 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),0.9000,0,1.2615,1.9000
Discount,Deposit with 5-Year Exit Option,Under 18,7 Y - 8 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),3.3900,0,3.5377,0.8500
International Bank,Deposit with 5-Year Exit Option,Under 18,7 Y - 8 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),0.9000,0,1.2615,1.9000
Hapoalim,Deposit with 5-Year Exit Option,Under 18,7 Y - 8 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),2.8400,0,2.8508,0.1000
Yahav,Deposit with 5-Year Exit Option,Under 18,7 Y - 8 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),1.9000,0,1.9000,0.0000
Leumi,Deposit with 5-Year Exit Option,Under 18,7 Y - 8 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),3.8500,0,3.9462,0.1500
Mizrahi-Tefahot,Deposit with 5-Year Exit Option,Under 18,7 Y - 8 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),2.6000,0,2.7420,0.9000
Massad,Deposit with 5-Year Exit Option,Under 18,7 Y - 8 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),0.9000,0,1.2615,1.9000
Mercantile Discount,Deposit with 5-Year Exit Option,Under 18,7 Y - 8 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),2.6000,0,2.6615,0.2000
Otsar Ha-Hayal,Fixed Deposit (No Early Withdrawal),Under 18,6 Y - 7 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),1.2500,0,1.5083,3.3000
Discount,Fixed Deposit (No Early Withdrawal),Under 18,6 Y - 7 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),3.5800,0,3.8803,1.5500
International Bank,Fixed Deposit (No Early Withdrawal),Under 18,6 Y - 7 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),1.2500,0,1.5083,3.3000
Hapoalim,Fixed Deposit (No Early Withdrawal),Under 18,6 Y - 7 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),3.0100,0,3.1891,1.9000
Yahav,Fixed Deposit (No Early Withdrawal),Under 18,6 Y - 7 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),2.1000,0,2.2583,2.1000
Leumi,Fixed Deposit (No Early Withdrawal),Under 18,6 Y - 7 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),4.0000,0,4.1250,0.7000
Mizrahi-Tefahot,Fixed Deposit (No Early Withdrawal),Under 18,6 Y - 7 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),2.6000,0,2.7320,3.4500
Massad,Fixed Deposit (No Early Withdrawal),Under 18,6 Y - 7 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),1.2500,0,1.5083,3.3000
Mercantile Discount,Fixed Deposit (No Early Withdrawal),Under 18,6 Y - 7 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),2.7500,0,3.0850,0.9000
Otsar Ha-Hayal,Deposit with 5-Year Exit Option,Under 18,6 Y - 7 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),0.9000,0,1.2615,1.9000
Discount,Deposit with 5-Year Exit Option,Under 18,6 Y - 7 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),3.3400,0,3.5377,0.8500
International Bank,Deposit with 5-Year Exit Option,Under 18,6 Y - 7 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),0.9000,0,1.2615,1.9000
Hapoalim,Deposit with 5-Year Exit Option,Under 18,6 Y - 7 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),2.8200,0,2.8508,0.1000
Yahav,Deposit with 5-Year Exit Option,Under 18,6 Y - 7 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),1.9000,0,1.9000,0.0000
Leumi,Deposit with 5-Year Exit Option,Under 18,6 Y - 7 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),3.8500,0,3.9462,0.1500
Mizrahi-Tefahot,Deposit with 5-Year Exit Option,Under 18,6 Y - 7 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),2.5500,0,2.7420,0.9000
Massad,Deposit with 5-Year Exit Option,Under 18,6 Y - 7 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),0.9000,0,1.2615,1.9000
Mercantile Discount,Deposit with 5-Year Exit Option,Under 18,6 Y - 7 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),2.6000,0,2.6615,0.2000
Otsar Ha-Hayal,Fixed Deposit (No Early Withdrawal),Under 18,5 Y - 6 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),0.9500,0,1.5083,3.3000
Discount,Fixed Deposit (No Early Withdrawal),Under 18,5 Y - 6 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),3.4800,0,3.8803,1.5500
International Bank,Fixed Deposit (No Early Withdrawal),Under 18,5 Y - 6 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),0.9500,0,1.5083,3.3000
Hapoalim,Fixed Deposit (No Early Withdrawal),Under 18,5 Y - 6 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),2.8300,0,3.1891,1.9000
Yahav,Fixed Deposit (No Early Withdrawal),Under 18,5 Y - 6 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),2.0000,0,2.2583,2.1000
Leumi,Fixed Deposit (No Early Withdrawal),Under 18,5 Y - 6 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),4.0000,0,4.1250,0.7000
Mizrahi-Tefahot,Fixed Deposit (No Early Withdrawal),Under 18,5 Y - 6 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),2.4500,0,2.7320,3.4500
Massad,Fixed Deposit (No Early Withdrawal),Under 18,5 Y - 6 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),0.9500,0,1.5083,3.3000
Mercantile Discount,Fixed Deposit (No Early Withdrawal),Under 18,5 Y - 6 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),2.7000,0,3.0850,0.9000
Otsar Ha-Hayal,Deposit with 5-Year Exit Option,Under 18,5 Y - 6 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),0.9000,0,1.2615,1.9000
Discount,Deposit with 5-Year Exit Option,Under 18,5 Y - 6 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),3.3700,0,3.5377,0.8500
International Bank,Deposit with 5-Year Exit Option,Under 18,5 Y - 6 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),0.9000,0,1.2615,1.9000
Hapoalim,Deposit with 5-Year Exit Option,Under 18,5 Y - 6 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),2.7900,0,2.8508,0.1000
Yahav,Deposit with 5-Year Exit Option,Under 18,5 Y - 6 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),1.9000,0,1.9000,0.0000
Leumi,Deposit with 5-Year Exit Option,Under 18,5 Y - 6 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),3.8500,0,3.9462,0.1500
Mizrahi-Tefahot,Deposit with 5-Year Exit Option,Under 18,5 Y - 6 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),2.4000,0,2.7420,0.9000
Massad,Deposit with 5-Year Exit Option,Under 18,5 Y - 6 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),0.9000,0,1.2615,1.9000
Mercantile Discount,Deposit with 5-Year Exit Option,Under 18,5 Y - 6 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),2.6000,0,2.6615,0.2000
Otsar Ha-Hayal,Fixed Deposit (No Early Withdrawal),Under 18,4 Y - 5 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),0.9500,0,1.5083,3.3000
Discount,Fixed Deposit (No Early Withdrawal),Under 18,4 Y - 5 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),3.3900,0,3.8803,1.5500
International Bank,Fixed Deposit (No Early Withdrawal),Under 18,4 Y - 5 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),0.9500,0,1.5083,3.3000
Hapoalim,Fixed Deposit (No Early Withdrawal),Under 18,4 Y - 5 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),2.6500,0,3.1891,1.9000
Yahav,Fixed Deposit (No Early Withdrawal),Under 18,4 Y - 5 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),1.9000,0,2.2583,2.1000
Leumi,Fixed Deposit (No Early Withdrawal),Under 18,4 Y - 5 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),3.8500,0,4.1250,0.7000
Mizrahi-Tefahot,Fixed Deposit (No Early Withdrawal),Under 18,4 Y - 5 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),2.2500,0,2.7320,3.4500
Massad,Fixed Deposit (No Early Withdrawal),Under 18,4 Y - 5 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),0.9500,0,1.5083,3.3000
Mercantile Discount,Fixed Deposit (No Early Withdrawal),Under 18,4 Y - 5 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),2.6500,0,3.0850,0.9000
Otsar Ha-Hayal,Fixed Deposit (No Early Withdrawal),Under 18,3 Y - 4 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),0.5500,0,1.5083,3.3000
Discount,Fixed Deposit (No Early Withdrawal),Under 18,3 Y - 4 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),3.3100,0,3.8803,1.5500
International Bank,Fixed Deposit (No Early Withdrawal),Under 18,3 Y - 4 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),0.5500,0,1.5083,3.3000
Hapoalim,Fixed Deposit (No Early Withdrawal),Under 18,3 Y - 4 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),2.4400,0,3.1891,1.9000
Yahav,Fixed Deposit (No Early Withdrawal),Under 18,3 Y - 4 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),1.3000,0,2.2583,2.1000
Leumi,Fixed Deposit (No Early Withdrawal),Under 18,3 Y - 4 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),3.8500,0,4.1250,0.7000
Mizrahi-Tefahot,Fixed Deposit (No Early Withdrawal),Under 18,3 Y - 4 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),2.1000,0,2.7320,3.4500
Massad,Fixed Deposit (No Early Withdrawal),Under 18,3 Y - 4 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),0.5500,0,1.5083,3.3000
Mercantile Discount,Fixed Deposit (No Early Withdrawal),Under 18,3 Y - 4 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),2.8000,0,3.0850,0.9000
Otsar Ha-Hayal,Fixed Deposit (No Early Withdrawal),Under 18,2 Y - 3 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),0.5500,0,1.5083,3.3000
Discount,Fixed Deposit (No Early Withdrawal),Under 18,2 Y - 3 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),3.2200,0,3.8803,1.5500
International Bank,Fixed Deposit (No Early Withdrawal),Under 18,2 Y - 3 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),0.5500,0,1.5083,3.3000
Hapoalim,Fixed Deposit (No Early Withdrawal),Under 18,2 Y - 3 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),2.2300,0,3.1891,1.9000
Yahav,Fixed Deposit (No Early Withdrawal),Under 18,2 Y - 3 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),1.2000,0,2.2583,2.1000
Leumi,Fixed Deposit (No Early Withdrawal),Under 18,2 Y - 3 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),3.8500,0,4.1250,0.7000
Mizrahi-Tefahot,Fixed Deposit (No Early Withdrawal),Under 18,2 Y - 3 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),1.9000,0,2.7320,3.4500
Massad,Fixed Deposit (No Early Withdrawal),Under 18,2 Y - 3 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),0.5500,0,1.5083,3.3000
Mercantile Discount,Fixed Deposit (No Early Withdrawal),Under 18,2 Y - 3 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),2.9000,0,3.0850,0.9000
Otsar Ha-Hayal,Fixed Deposit (No Early Withdrawal),Under 18,1 Y - 2 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),0.2500,0,1.5083,3.3000
Discount,Fixed Deposit (No Early Withdrawal),Under 18,1 Y - 2 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),3.1500,0,3.8803,1.5500
International Bank,Fixed Deposit (No Early Withdrawal),Under 18,1 Y - 2 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),0.2500,0,1.5083,3.3000
Hapoalim,Fixed Deposit (No Early Withdrawal),Under 18,1 Y - 2 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),2.1000,0,3.1891,1.9000
Yahav,Fixed Deposit (No Early Withdrawal),Under 18,1 Y - 2 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),1.1000,0,2.2583,2.1000
Leumi,Fixed Deposit (No Early Withdrawal),Under 18,1 Y - 2 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),3.7500,0,4.1250,0.7000
Mizrahi-Tefahot,Fixed Deposit (No Early Withdrawal),Under 18,1 Y - 2 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),1.8500,0,2.7320,3.4500
Massad,Fixed Deposit (No Early Withdrawal),Under 18,1 Y - 2 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),0.2500,0,1.5083,3.3000
Mercantile Discount,Fixed Deposit (No Early Withdrawal),Under 18,1 Y - 2 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),3.0000,0,3.0850,0.9000
Otsar Ha-Hayal,Fixed Deposit (No Early Withdrawal),Under 18,0Y - 1Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),0.2000,0,1.5083,3.3000
Discount,Fixed Deposit (No Early Withdrawal),Under 18,0Y - 1Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),3.2100,0,3.8803,1.5500
International Bank,Fixed Deposit (No Early Withdrawal),Under 18,0Y - 1Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),0.2000,0,1.5083,3.3000
Hapoalim,Fixed Deposit (No Early Withdrawal),Under 18,0Y - 1Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),2.2400,0,3.1891,1.9000
Yahav,Fixed Deposit (No Early Withdrawal),Under 18,0Y - 1Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),1.0000,0,2.2583,2.1000
Leumi,Fixed Deposit (No Early Withdrawal),Under 18,0Y - 1Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),3.7000,0,4.1250,0.7000
Mizrahi-Tefahot,Fixed Deposit (No Early Withdrawal),Under 18,0Y - 1Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),1.8500,0,2.7320,3.4500
Massad,Fixed Deposit (No Early Withdrawal),Under 18,0Y - 1Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),0.2000,0,1.5083,3.3000
Mercantile Discount,Fixed Deposit (No Early Withdrawal),Under 18,0Y - 1Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),3.0000,0,3.0850,0.9000
Otsar Ha-Hayal,One-Time Deposit with Interest Accumulation,Above 18,2 Y - 3 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),3.0000,0,2.4625,1.5000
Discount,One-Time Deposit with Interest Accumulation,Above 18,2 Y - 3 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),3.2000,0,3.5837,1.2300
International Bank,One-Time Deposit with Interest Accumulation,Above 18,2 Y - 3 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),3.0000,0,2.4625,1.5000
Hapoalim,One-Time Deposit with Interest Accumulation,Above 18,2 Y - 3 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),3.5000,0,2.9250,2.1500
Yahav,One-Time Deposit with Interest Accumulation,Above 18,2 Y - 3 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),1.6500,0,1.2702,1.1500
Leumi,One-Time Deposit with Interest Accumulation,Above 18,2 Y - 3 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),3.3000,0,3.1000,1.7000
Mizrahi-Tefahot,One-Time Deposit with Interest Accumulation,Above 18,2 Y - 3 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),2.0000,0,1.8130,0.4500
Massad,One-Time Deposit with Interest Accumulation,Above 18,2 Y - 3 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),3.0000,0,2.4625,1.5000
Mercantile Discount,One-Time Deposit with Interest Accumulation,Above 18,2 Y - 3 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),3.0000,0,2.6250,1.5000
Otsar Ha-Hayal,One-Time Deposit with Interest Accumulation,Above 18,1 Y - 2 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),2.8500,0,2.4625,1.5000
Discount,One-Time Deposit with Interest Accumulation,Above 18,1 Y - 2 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),3.1000,0,3.5837,1.2300
International Bank,One-Time Deposit with Interest Accumulation,Above 18,1 Y - 2 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),2.8500,0,2.4625,1.5000
Hapoalim,One-Time Deposit with Interest Accumulation,Above 18,1 Y - 2 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),3.4500,0,2.9250,2.1500
Yahav,One-Time Deposit with Interest Accumulation,Above 18,1 Y - 2 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),1.4500,0,1.2702,1.1500
Leumi,One-Time Deposit with Interest Accumulation,Above 18,1 Y - 2 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),3.4000,0,3.1000,1.7000
Mizrahi-Tefahot,One-Time Deposit with Interest Accumulation,Above 18,1 Y - 2 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),1.9000,0,1.8130,0.4500
Massad,One-Time Deposit with Interest Accumulation,Above 18,1 Y - 2 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),2.8500,0,2.4625,1.5000
Mercantile Discount,One-Time Deposit with Interest Accumulation,Above 18,1 Y - 2 Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),3.0000,0,2.6250,1.5000
Otsar Ha-Hayal,One-Time Deposit with Interest Accumulation,Above 18,0Y - 1Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),2.5000,0,2.4625,1.5000
Discount,One-Time Deposit with Interest Accumulation,Above 18,0Y - 1Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),3.3300,0,3.5837,1.2300
International Bank,One-Time Deposit with Interest Accumulation,Above 18,0Y - 1Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),2.5000,0,2.4625,1.5000
Hapoalim,One-Time Deposit with Interest Accumulation,Above 18,0Y - 1Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),3.4000,0,2.9250,2.1500
Yahav,One-Time Deposit with Interest Accumulation,Above 18,0Y - 1Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),1.2500,0,1.2702,1.1500
Leumi,One-Time Deposit with Interest Accumulation,Above 18,0Y - 1Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),3.7000,0,3.1000,1.7000
Mizrahi-Tefahot,One-Time Deposit with Interest Accumulation,Above 18,0Y - 1Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),1.8500,0,1.8130,0.4500
Massad,One-Time Deposit with Interest Accumulation,Above 18,0Y - 1Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),2.5000,0,2.4625,1.5000
Mercantile Discount,One-Time Deposit with Interest Accumulation,Above 18,0Y - 1Y,2026-02-05,2026,2,2026-02,Fixed (No Linkage),3.0000,0,2.6250,1.5000
Otsar Ha-Hayal,One-Time Deposit with Interest Accumulation,Above 18,0M - 1M,2026-02-05,2026,2,2026-02,Fixed (No Linkage),1.5000,0,2.4625,1.5000
Discount,One-Time Deposit with Interest Accumulation,Above 18,0M - 1M,2026-02-05,2026,2,2026-02,Fixed (No Linkage),3.7900,0,3.5837,1.2300
International Bank,One-Time Deposit with Interest Accumulation,Above 18,0M - 1M,2026-02-05,2026,2,2026-02,Fixed (No Linkage),1.5000,0,2.4625,1.5000
Hapoalim,One-Time Deposit with Interest Accumulation,Above 18,0M - 1M,2026-02-05,2026,2,2026-02,Fixed (No Linkage),1.3500,0,2.9250,2.1500
Yahav,One-Time Deposit with Interest Accumulation,Above 18,0M - 1M,2026-02-05,2026,2,2026-02,Fixed (No Linkage),0.8500,0,1.2702,1.1500
